,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
2053,葛洪元,男,汉族,1955/9/1,山东省,聊城市,莘县,专科,1979/3/1,在职,,,,,,,,,,,,,,,,,
2054,戴道晋,男,汉族,1957/3/1,湖南省,常德市,汉寿县,硕士,1975/12/1,在职,,,,,,,,,,,,,,,,,
2055,向力力,男,汉族,1962/9/1,湖南省,衡阳市,衡东县,博士,1984/11/1,在职,,,,,,,,,,,,,,,,,
2056,蔡力峰,男,汉族,1950/2/1,湖南省,岳阳市,华容县,本科,1972/1/1,退休,,,,,,,,,,,,,,,,,
2057,胡衡华,男,汉族,1963/6/1,湖南省,衡阳市,衡南县,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
2058,胡忠雄,男,汉族,1966/1/1,湖南省,常德市,澧县,博士,1985/4/1,在职,,,,,,,,,,,,,,,,,
2059,李江,男,汉族,1950/12/1,山西省,临汾市,吉县,本科,1971/3/1,在职,,,,,,,,,,,,,,,,,
2060,蒋作斌,男,汉族,1952/10/1,湖南省,岳阳市,湘阴县,硕士,1970/4/1,在职,,,,,,,,,,,,,,,,,
2061,马勇,男,汉族,1957/1/1,重庆市,巴南区,,硕士,1984/1/1,立案查处,,是,贪污腐败,,否,2015/5/13,湖南省纪委,是,受贿罪、滥用职权罪,人民币310万元,2016/3/29,湖南省,郴州市,12年有期徒刑,,,
2062,魏旋君,女,汉族,1963/8/1,江西省,南昌市,,博士后,,在职,,,,,,,,,,,,,,,,,
2063,鲁平益,男,汉族,1946/6/1,湖南省,益阳市,,专科,1979/6/1,退休,,,,,,,,,,,,,,,,,
2064,赵小明,男,汉族,1955/9/1,河北省,秦皇岛市,抚宁县,硕士,1977/7/1,在职,,,,,,,,,,,,,,,,,
2065,齐静,女,汉族,1963/8/1,安徽省,芜湖市,无为县,本科,,在职,,,,,,,,,,,,,,,,,
2066,王海平,男,汉族,1957/4/1,山西省,运城市,芮城县,硕士,1981/4/1,在职,,,,,,,,,,,,,,,,,
2067,雷德才,男,汉族,1950/9/1,北京市,顺义区,,硕士,1974/12/1,退休,,,,,,,,,,,,,,,,,
2068,张吉福,男,汉族,1964/9/1,天津市,,,博士,1985/3/1,在职,,,,,,,,,,,,,,,,,
2069,邱水平,男,汉族,,,,,硕士,1983/4/1,在职,,,,,,,,,,,,,,,,,
2070,秦刚,男,汉族,1954/5/1,山西省,长治市,,专科,1972/2/1,在职,,,,,,,,,,,,,,,,,
2071,赵克忠,男,,,,,,不详,,退休,,,,,,,,,,,,,,,,,
2072,刘宝善,男,,,,,,不详,,退休,,,,,,,,,,,,,,,,,
2073,谈绪祥,男,汉族,1966/5/1,安徽省,芜湖市,,本科,2004/11/1,在职,,,,,,,,,,,,,,,,,
2074,王惠民,男,汉族,1955/10/1,北京市,通州区,,硕士,1974/1/1,退休,,,,,,,,,,,,,,,,,
2075,郭普金,男,汉族,1953/12/1,北京市,大兴区,,不详,1973/9/1,在职,,,,,,,,,,,,,,,,,
2076,李长友,男,汉族,1957/9/1,北京市,顺义区,北小营镇,硕士,1980/6/1,在职,,,,,,,,,,,,,,,,,
2077,林克庆,男,汉族,1966/9/1,湖北省,仙桃市,仙桃市,硕士,1990/12/1,在职,,,,,,,,,,,,,,,,,
2078,沈宝昌,男,汉族,1952/4/1,北京市,,,硕士,1972/6/1,在职,,,,,,,,,,,,,,,,,
2079,岳鹏,男,汉族,1963/3/1,北京市,,,硕士,1990/2/1,在职,,,,,,,,,,,,,,,,,
2080,邓乃平,男,汉族,1962/5/1,,,,本科,1984/6/1,在职,,,,,,,,,,,,,,,,,
2081,焦志忠,男,汉族,1948/10/1,北京市,大兴区,,硕士,1980/9/1,退休,,,,,,,,,,,,,,,,,
2082,王云峰,男,汉族,1954/4/1,河北省,衡水市,阜城县,硕士,1979/3/1,在职,,,,,,,,,,,,,,,,,
2083,梁伟,男,汉族,1952/7/1,河北省,石家庄市,获鹿县,硕士,1977/9/1,在职,,,,,,,,,,,,,,,,,
2084,崔君乐,男,,,,,,不详,,退休,,,,,,,,,,,,,,,,,
2085,赵家骐,男,汉族,1949/1/1,北京市,,,硕士,1970/6/1,退休,,,,,,,,,,,,,,,,,
2086,卢映川,男,汉族,1968/5/1,安徽省,阜阳市,阜南县,硕士,1986/7/1,在职,,,,,,,,,,,,,,,,,
2087,李平,男,汉族,1955/12/1,北京市,顺义区,,硕士,1974/8/1,在职,,,,,,,,,,,,,,,,,
2088,张延昆,男,汉族,1963/1/1,河南省,南阳市,方城县,硕士,1985/4/1,在职,,,,,,,,,,,,,,,,,
2089,夏占义,男,汉族,1954/12/1,北京市,顺义区,,硕士,1974/12/1,在职,,,,,,,,,,,,,,,,,
2090,赵义,男,汉族,1952/3/1,北京市,顺义区,,硕士,1973/10/1,在职,,,,,,,,,,,,,,,,,
2091,张燕友,男,汉族,1963/7/1,北京市,,,博士,1984/12/1,在职,,,,,,,,,,,,,,,,,
2092,金树东,男,汉族,1961/3/1,北京市,大兴区,,硕士,1986/6/1,在职,,,,,,,,,,,,,,,,,
2093,侯君舒,男,汉族,1963/6/1,河南省,商丘市,宁陵县,硕士,1985/7/1,在职,,,,,,,,,,,,,,,,,
2094,关成华,男,满族,1968/8/1,辽宁省,朝阳市,建平县,博士,1986/6/1,退休,,,,,,,,,,,,,,,,,
2095,佟根柱,男,汉族,1952/9/26,北京市,顺义区,,硕士,1976/12/1,立案查处,,是,贪污腐败,,否,2015/1/15,北京市纪委,是,受贿罪,人民币1500万元,2015/11/25,北京市,丰台区,11年有期徒刑,否,,
2096,祁红,男,汉族,1955/6/1,北京市,宣武区,,不详,1975/2/1,退休,,,,,,,,,,,,,,,,,
2097,刘伟,男,汉族,1957/10/1,河南省,漯河市,,本科,1981/4/1,在职,,,,,,,,,,,,,,,,,
2098,聂玉藻,男,汉族,1955/10/1,北京市,通州区,,本科,1984/5/1,在职,,,,,,,,,,,,,,,,,
2099,王洪钟,男,汉族,1965/2/1,北京市,房山区,,硕士,1985/5/1,立案查处,,是,贪污腐败,,否,2014/8/1,北京市纪委,是,受贿罪、滥用职权罪,人民币1300万元,2015/12/1,北京市,丰台区,14年有期徒刑,否,,
2100,刘永富,男,汉族,,,,,不详,,退休,,,,,,,,,,,,,,,,,
2101,韩子荣,女,汉族,1964/3/1,北京市,,,博士,,在职,,,,,,,,,,,,,,,,,
2102,刘云广,男,汉族,1959/8/1,山东省,烟台市,,硕士,1986/9/1,退休,,,,,,,,,,,,,,,,,
2103,伊欣欣,男,汉族,1950/1/1,辽宁省,锦州市,,硕士,1970/3/1,退休,,,,,,,,,,,,,,,,,
2104,董瑞龙,男,汉族,1952/5/1,北京市,昌平区,,专科,1969/6/1,退休,,,,,,,,,,,,,,,,,
2105,李建华,男,汉族,1947/12/1,北京市,,,硕士,1969/9/1,退休,,,,,,,,,,,,,,,,,
2106,夏林茂,男,汉族,1970/5/1,江苏省,盐城市,建湖县,博士,,在职,,,,,,,,,,,,,,,,,
2107,周茂非,男,汉族,1963/4/1,黑龙江省,双鸭山市,宝清县,硕士,1985/1/1,在职,,,,,,,,,,,,,,,,,
2108,侯玉兰,女,汉族,1956/6/1,山西省,太原市,榆次市,博士,1975/2/1,退休,,,,,,,,,,,,,,,,,
2109,陈文占,男,汉族,1946/7/1,河北省,保定市,,不详,,退休,,,,,,,,,,,,,,,,,
2110,荣华,女,汉族,1953/10/1,辽宁省,朝阳市,,硕士,1972/2/1,退休,,,,,,,,,,,,,,,,,
2111,张燕生,男,汉族,1950/1/1,山西省,运城市,,专科,1970/4/1,退休,,,,,,,,,,,,,,,,,
2112,索连生,男,满族,1942/8/1,北京市,,,不详,,退休,,,,,,,,,,,,,,,,,
2113,崔鹏,男,汉族,1964/7/1,天津市,,,本科,1991/6/1,在职,,,,,,,,,,,,,,,,,
2114,游广斌,男,汉族,1963/1/1,北京市,,,硕士,,在职,,,,,,,,,,,,,,,,,
2115,李超钢,男,汉族,1954/8/1,,,,不详,,退休,,,,,,,,,,,,,,,,,
2116,张大力,男,,1948/11/1,吉林省,吉林市,,不详,,退休,,,,,,,,,,,,,,,,,
2117,王子生,男,汉族,1947/2/1,北京市,海淀区,,硕士,1974/10/1,退休,,,,,,,,,,,,,,,,,
2118,牛青山,男,汉族,1960/12/1,河北省,保定市,定州市,硕士,1979/8/1,在职,,,,,,,,,,,,,,,,,
2119,杨艺文,女,汉族,1961/4/1,山东省,威海市,荣成市,博士,1983/6/1,在职,,,,,,,,,,,,,,,,,
2120,卢彦,男,汉族,1963/3/1,江苏省,扬州市,宝应县,博士,,在职,,,,,,,,,,,,,,,,,
2121,杨柳荫,男,汉族,1955/8/1,山西省,大同市,天镇县,本科,1974/3/1,在职,,,,,,,,,,,,,,,,,
2122,王学勤,男,汉族,1960/2/1,江苏省,苏州市,,博士,1987/11/1,在职,,,,,,,,,,,,,,,,,
2123,陈平,男,汉族,1954/1/1,河北省,廊坊市,三河市,硕士,,在职,,,,,,,,,,,,,,,,,
2124,赵久合,男,汉族,,,,,不详,,在职,,,,,,,,,,,,,,,,,
2125,吴桂英,女,汉族,1966/3/1,河北省,唐山市,,硕士,1987/4/1,在职,,,,,,,,,,,,,,,,,
2126,程连元,男,汉族,1961/12/1,北京市,,,博士,1982/12/1,在职,,,,,,,,,,,,,,,,,
2127,陈刚（江苏）,男,汉族,1965/4/1,江苏省,扬州市,高邮市,博士,,在职,,,,,,,,,,,,,,,,,
2128,刘晓晨,男,汉族,1950/7/1,河北省,衡水市,,不详,1973/8/1,退休,,,,,,,,,,,,,,,,,
2129,蒋效愚,男,汉族,1948/4/1,北京市,,,本科,,退休,,,,,,,,,,,,,,,,,
2130,吉胜久,男,汉族,1950/2/1,河北省,唐山市,玉田县,硕士,,退休,,,,,,,,,,,,,,,,,
2131,夏强,男,汉族,1955/5/1,山东省,济南市,,本科,1975/1/1,在职,,,,,,,,,,,,,,,,,
2132,李晓光,男,汉族,1955/7/1,黑龙江省,哈尔滨市,巴彦县,硕士,1978/10/1,在职,,,,,,,,,,,,,,,,,
2133,尤兰田,女,汉族,1951/1/1,天津市,,,硕士,1970/12/1,在职,,,,,,,,,,,,,,,,,
2134,王刚,男,汉族,1968/7/1,辽宁省,葫芦岛市,锦西市,博士,1991/1/1,在职,,,,,,,,,,,,,,,,,
2135,武高山,男,汉族,1956/1/1,山西省,运城市,芮城县,硕士,1976/5/1,在职,,,,,,,,,,,,,,,,,
2136,鲁勇,男,汉族,1963/8/1,河北省,秦皇岛市,,博士,1983/6/1,在职,,,,,,,,,,,,,,,,,
2137,唐大生,男,满族,1948/6/1,北京市,,,本科,,退休,,,,,,,,,,,,,,,,,
2138,王少峰,男,汉族,1970/11/1,山东省,日照市,,硕士,1990/7/1,在职,,,,,,,,,,,,,,,,,
2139,张建东,男,汉族,1962/7/1,河北省,唐山市,乐亭县,博士,1982/12/1,在职,,,,,,,,,,,,,,,,,
2140,王宁,男,汉族,1960/11/1,山西省,太原市,清徐县,本科,1987/2/1,在职,,,,,,,,,,,,,,,,,
2141,王长连,男,汉族,1946/8/1,河北省,沧州市,吴桥县,专科,1967/5/1,退休,,,,,,,,,,,,,,,,,
2142,谭维克,男,汉族,1954/10/1,四川省,达州市,宣汉县,硕士,,在职,,,,,,,,,,,,,,,,,
2143,李进山,男,汉族,1950/1/1,北京市,海淀区,,不详,,退休,,,,,,,,,,,,,,,,,
2144,周良洛,男,汉族,1958/11/1,江西省,上饶市,铅山县,博士,1981/10/1,立案查处,,是,贪污腐败,,否,2007/4/6,北京市纪委，中纪委交办,是,受贿罪,人民币1600万元,2008/3/28,北京市,丰台区,死缓,否,,
2145,林抚生,男,汉族,1964/2/1,福建省,福州市,,硕士,1983/12/1,在职,,,,,,,,,,,,,,,,,
2146,隋振江,男,汉族,1963/8/1,辽宁省,盘锦市,大洼市,硕士,1984/4/1,在职,,,,,,,,,,,,,,,,,
2147,孙文锴,男,汉族,1966/5/1,黑龙江省,鸡西市,密山市,博士,1985/6/1,在职,,,,,,,,,,,,,,,,,
2148,苟仲文,男,汉族,1957/6/1,甘肃省,庆阳市,镇原,博士,1976/4/1,在职,,,,,,,,,,,,,,,,,
2149,姜志刚,男,汉族,1960/8/1,江苏省,连云港市,东海县,硕士,1986/8/1,在职,,,,,,,,,,,,,,,,,
2150,李伟,男,汉族,1958/1/1,江苏省,苏州市,张家港,硕士,1977/7/1,在职,,,,,,,,,,,,,,,,,
2151,陈刚（湖北）,男,汉族,1966/5/1,湖北省,咸宁市,崇阳县,硕士,1988/5/1,在职,,,,,,,,,,,,,,,,,
2152,傅政华,男,汉族,1955/3/1,河北省,唐山市,滦县,专科,1973/9/1,在职,,,,,,,,,,,,,,,,,
2153,赵凤桐,男,汉族,1954/12/1,辽宁省,辽阳市,,硕士,,在职,,,,,,,,,,,,,,,,,
2154,牛有成,男,汉族,1955/3/1,北京市,,,硕士,1974/9/1,在职,,,,,,,,,,,,,,,,,
2155,李士祥,男,汉族,1958/8/1,北京市,,,硕士,1982/3/1,在职,,,,,,,,,,,,,,,,,
2156,吕锡文,女,汉族,1955/7/1,浙江省,宁波市,,本科,1982/8/1,立案查处,,是,贪污腐败,,否,2015/11/11,中纪委,是,受贿罪,人民币1878万元,2016/12/1,吉林省,吉林市,13年有期徒刑,否,,
2157,吉林,男,汉族,1962/4/1,上海市,,,硕士,1984/5/1,在职,,,,,,,,,,,,,,,,,
2158,王安顺,男,汉族,1957/12/1,河南省,新乡市,辉县,硕士,1984/3/1,在职,,,,,,,,,,,,,,,,,
2159,郭连山,男,汉族,1955/10/1,河南省,周口市,项城市,硕士,1976/6/1,在职,,,,,,,,,,,,,,,,,
2160,白志杰,男,汉族,1955/7/1,陕西省,榆林市,横山县,本科,1978/2/1,在职,,,,,,,,,,,,,,,,,
2161,芒力克·斯依提,男,维吾尔族,1962/9/1,新疆维吾尔自治区,吐鲁番地区,鄯善县,本科,1984/11/1,在职,,,,,,,,,,,,,,,,,
2162,古丽夏提·阿不都卡德尔,女,维吾尔族,1957/12/1,新疆维吾尔自治区,喀什地区,,本科,1978/8/1,在职,,,,,,,,,,,,,,,,,
2163,巨艾提·伊明,男,维吾尔族,1958/11/1,新疆维吾尔自治区,和田地区,,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
2164,阿布拉江·依明,男,维吾尔族,1948/11/1,新疆维吾尔自治区,塔城地区,,专科,1982/3/1,退休,,,,,,,,,,,,,,,,,
2165,库热西·买合苏提,男,维吾尔族,1960/3/1,新疆维吾尔自治区,和田地区,皮山县,硕士,1984/1/1,在职,,,,,,,,,,,,,,,,,
2166,闫国灿,男,汉族,,,,,,,在职,,,,,,,,,,,,,,,,,
2167,闫汾新,男,汉族,1956/3/1,山西省,吕梁市,汾阳市,本科,1978/7/1,在职,,,,,,,,,,,,,,,,,
2168,程振山,男,汉族,1957/5/1,河北省,石家庄市,高邑县,硕士,1982/7/1,在职,,,,,,,,,,,,,,,,,
2169,艾则孜·木沙?,男,维吾尔族,1962/2/1,新疆维吾尔自治区,阿克苏地区,沙雅县,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
2170,艾尔肯·吐尼亚孜,男,维吾尔族,1961/12/1,新疆维吾尔自治区,阿克苏地区,,硕士,1983/7/1,在职,,,,,,,,,,,,,,,,,
2171,曾存,男,汉族,1965/11/1,四川省,广安市,,硕士,1987/7/1,在职,,,,,,,,,,,,,,,,,
2172,史大刚,男,汉族,1958/11/1,山西省,运城市,稷山县,本科,1986/8/1,在职,,,,,,,,,,,,,,,,,
2173,艾克拜尔·吾甫尔,男,维吾尔族,1959/1/1,新疆维吾尔自治区,阿克苏地区,,硕士,,在职,,,,,,,,,,,,,,,,,
2174,窦万贵,男,汉族,1962/10/1,江苏省,徐州市,铜山区,本科,,在职,,,,,,,,,,,,,,,,,
2175,黄三平,男,汉族,1957/3/1,湖北省,武汉市,黄陂区,硕士,1978/6/1,在职,,,,,,,,,,,,,,,,,
2176,朱昌杰,男,汉族,1957/6/1,山东省,菏泽市,东明县,硕士,1985/4/1,在职,,,,,,,,,,,,,,,,,
2177,麦尔丹·木盖提,男,维吾尔族,1968/6/1,新疆维吾尔自治区,乌鲁木齐市,,硕士,1993/6/1,在职,,,,,,,,,,,,,,,,,
2178,穆铁礼甫·哈斯木,男,维吾尔族,1957/7/1,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,硕士,1980/10/1,在职,,,,,,,,,,,,,,,,,
2179,张金标,男,汉族,1963/11/1,河北省,沧州市,献县,硕士,1989/11/1,在职,,,,,,,,,,,,,,,,,
2180,帕尔哈提·吐尔地,男,柯尔克孜族,1957/8/1,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县,硕士,1986/12/1,在职,,,,,,,,,,,,,,,,,
2181,彭家瑞,男,汉族,1961/4/1,甘肃省,武威市,,硕士,,在职,,,,,,,,,,,,,,,,,
2182,张博,男,汉族,1957/6/1,湖北省,宜昌市,当阳市,硕士,1982/1/1,在职,,,,,,,,,,,,,,,,,
2183,史建勇?,男,蒙古族,1958/1/1,内蒙古自治区,鄂尔多斯市,达拉特旗,本科,1980/3/1,在职,,,,,,,,,,,,,,,,,
2184,李建国(河南省),男,汉族,1959/1/1,河南省,信阳市,罗山县,本科,1986/4/1,在职,,,,,,,,,,,,,,,,,
2185,李学军,男,汉族,1960/12/1,甘肃省,定西市,临洮县,硕士,,在职,,,,,,,,,,,,,,,,,
2186,钱智,男,汉族,1956/10/1,山东省,济南市,商河县,本科,1985/2/1,在职,,,,,,,,,,,,,,,,,
2187,刘志勇(新疆维吾尔自治区),男,回族,1955/10/1,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,硕士,1978/6/1,在职,,,,,,,,,,,,,,,,,
2188,马明成,男,回族,1955/11/1,新疆维吾尔自治区,昌吉回族自治州,米泉市,硕士,1976/7/1,在职,,,,,,,,,,,,,,,,,
2189,马雄成,男,回族,1958/10/1,新疆维吾尔自治区,昌吉回族自治州,米泉市,硕士,1983/5/1,在职,,,,,,,,,,,,,,,,,
2190,赵青,男,汉族,1961/10/1,山东省,济南市,平阴,硕士,1989/6/1,在职,,,,,,,,,,,,,,,,,
2191,史少林,男,汉族,1959/2/1,陕西省,渭南市,,硕士,1979/10/1,立案查处,,是,贪污腐败,,否,2015/12/25,新疆自治区纪委,,,,,,,,,,
2192,奥曲尔,男,蒙古族,1956/12/1,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县,本科,1986/12/1,在职,,,,,,,,,,,,,,,,,
2193,乔吉甫,男,蒙古族,1950/12/1,新疆维吾尔自治区,伊犁哈萨克自治州,乔吉甫县,本科,1971/4/1,在职,,,,,,,,,,,,,,,,,
2194,李湘林,男,汉族,1956/9/1,山东省,潍坊市,昌邑市,硕士,1990/9/1,在职,,,,,,,,,,,,,,,,,
2195,张继勋,男,汉族,1950/3/1,山东省,菏泽市,单县,本科,1972/6/1,退休,,,,,,,,,,,,,,,,,
2196,张国梁,男,汉族,1948/8/1,上海市,,,本科,1972/3/1,在职,,,,,,,,,,,,,,,,,
2197,马宁·再尼勒,男,哈萨克族,1958/11/1,新疆维吾尔自治区,阿勒泰地区,富蕴县,硕士,1985/8/1,在职,,,,,,,,,,,,,,,,,
2198,毛肯·赛衣提哈木扎,男,哈萨克族,1952/11/1,新疆维吾尔自治区,阿勒泰地区,,专科,1975/9/1,在职,,,,,,,,,,,,,,,,,
2199,柯赛江·赛力禾加,男,哈萨克族,1950/12/1,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,专科,1972/8/1,退休,,,,,,,,,,,,,,,,,
2200,努尔兰·阿不都满金,男,哈萨克族,1962/12/1,新疆维吾尔自治区,伊犁哈萨克自治州,霍城,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
2201,沙尔合提·阿汗,男,哈萨克族,1961/11/1,新疆维吾尔自治区,阿勒泰地区,福海县,硕士,1987/4/1,在职,,,,,,,,,,,,,,,,,
2202,铁力瓦尔迪·阿不都热西提,男,哈萨克族,1953/3/1,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,本科,1976/12/1,在职,,,,,,,,,,,,,,,,,
2203,邓章武,男,汉族,1962/11/1,湖南省,长沙市,浏阳市,硕士,1985/7/1,在职,,,,,,,,,,,,,,,,,
2204,张汉东,男,汉族,1958/7/1,新疆维吾尔自治区,昌吉回族自治州,米泉市,博士,1986/12/1,在职,,,,,,,,,,,,,,,,,
2205,塔里哈提·吾逊,男,哈萨克族,1963/1/1,新疆维吾尔自治区,塔城地区,托里县,硕士,1990/6/1,在职,,,,,,,,,,,,,,,,,
2206,沙布尔,男,哈萨克族,1954/5/1,新疆维吾尔自治区,塔城地区,,硕士,,在职,,,,,,,,,,,,,,,,,
2207,毛肯·赛提哈木扎,男,哈萨克族,1952/11/1,新疆维吾尔自治区,阿勒泰地区,青河县,专科,1975/9/1,在职,,,,,,,,,,,,,,,,,
2208,司马义·铁力瓦尔地,男,维吾尔族,1944/11/1,新疆维吾尔自治区,喀什地区,,本科,1973/5/1,在职,,,,,,,,,,,,,,,,,
2209,努尔·白克力,男,维吾尔族,1961/8/1,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐县,硕士,1982/12/1,在职,,,,,,,,,,,,,,,,,
2210,胡家燕,女,汉族,1945/11/1,辽宁省,沈阳市,辽中县,本科,1977/5/1,退休,,,,,,,,,,,,,,,,,
2211,王金祥,男,汉族,1947/4/1,江苏省,无锡市,宜兴市,硕士,1980/4/1,退休,,,,,,,,,,,,,,,,,
2212,张秀明,男,汉族,1946/2/1,山东省,德州市,宁津县,本科,1975/2/1,退休,,,,,,,,,,,,,,,,,
2213,杨刚,男,汉族,1953/1/1,河北省,石家庄市,藁城,硕士,,立案查处,,是,贪污腐败,,否,2013/12/27,中纪委,是,受贿罪,人民币1379万元,2015/11/12,北京市,朝阳区,12年有期徒刑,否,,
2214,陈雷,男,汉族,1954/6/1,北京市,,,硕士,,在职,,,,,,,,,,,,,,,,,
2215,韩勇,男,汉族,1956/10/1,吉林省,长春市,九台市,硕士,1976/4/1,在职,,,,,,,,,,,,,,,,,
2216,吴敦夫,男,汉族,1945/3/1,河南省,新乡市,卫辉市,硕士,1980/4/1,退休,,,,,,,,,,,,,,,,,
2217,李屹,男,汉族,1960/2/1,四川省,达州市,渠县,本科,1983/5/1,在职,,,,,,,,,,,,,,,,,
2218,胡伟,男,汉族,1962/1/1,浙江省,湖州市,德清县,博士,1984/3/1,在职,,,,,,,,,,,,,,,,,
2219,符强,男,汉族,1947/11/1,四川省,资阳市,简阳市,本科,1975/1/1,退休,,,,,,,,,,,,,,,,,
2220,熊选国,男,汉族,1964/12/1,湖南省,常德市,,博士,1986/6/1,在职,,,,,,,,,,,,,,,,,
2221,宋爱荣,女,汉族,1959/9/1,河南省,周口市,扶沟县,硕士,1981/1/1,在职,,,,,,,,,,,,,,,,,
2222,黄卫,男,汉族,1961/4/1,江苏省,南通市,通州区,博士,1982/7/1,在职,,,,,,,,,,,,,,,,,
2223,喻林祥,男,汉族,1945/1/1,湖北省,孝感市,应城市,不详,1966/4/1,在职,,,,,,,,,,,,,,,,,
2224,田修思,男,汉族,1950/2/1,河南省,焦作市,孟州市,本科,1968/6/1,在职,,,,,,,,,,,,,,,,,
2225,朱锦林,男,汉族,1950/3/1,浙江省,杭州市,,硕士,,在职,,,,,,,,,,,,,,,,,
2226,王建民,男,汉族,1951/11/1,甘肃省,庆阳市,,专科,,在职,,,,,,,,,,,,,,,,,
2227,彭勇,男,汉族,1954/1/1,河北省,秦皇岛市,卢龙县,本科,1971/8/1,退休,,,,,,,,,,,,,,,,,
2228,刘雷,男,汉族,1957/1/1,山东省,聊城市,,博士,,在职,,,,,,,,,,,,,,,,,
2229,艾力更·依明巴海,男,维吾尔族,1953/9/1,新疆维吾尔自治区,喀什地区,英吉沙县,本科,1980/6/1,在职,,,,,,,,,,,,,,,,,
2230,肖开提依明,男,维吾尔族,1959/12/1,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县,硕士,1981/6/1,在职,,,,,,,,,,,,,,,,,
2231,尔肯江-吐拉洪,男,维吾尔族,1964/6/1,新疆维吾尔自治区,喀什地区,,硕士,1985/1/1,在职,,,,,,,,,,,,,,,,,
2232,哈尼巴提-沙布开,男,哈萨克族,1957/9/1,新疆维吾尔自治区,阿勒泰地区,布尔津,硕士,1984/8/1,在职,,,,,,,,,,,,,,,,,
2233,李佳(辽宁省),男,汉族,1961/1/1,辽宁省,大连市,,博士,1985/3/1,在职,,,,,,,,,,,,,,,,,
2234,林国强,男,汉族,1948/10/1,山东省,烟台市,,本科,1979/12/1,退休,,,,,,,,,,,,,,,,,
2235,陈向群,男,汉族,1962/11/1,河北省,唐山市,丰润区,本科,1982/6/1,在职,,,,,,,,,,,,,,,,,
2236,黄方方,男,壮族,1958/10/1,广西壮族自治区,崇左市,天等县,博士,1981/12/1,在职,,,,,,,,,,,,,,,,,
2237,周红波,男,汉族,1970/10/1,广西壮族自治区,桂林市,临桂区,本科,1997/4/1,在职,,,,,,,,,,,,,,,,,
2238,马飚,男,壮族,1954/8/1,广西壮族自治区,百色市,田阳县,本科,1985/6/1,在职,,,,,,,,,,,,,,,,,
2239,车荣福,男,汉族,1951/12/1,江西省,宜春市,丰城市,本科,1973/4/1,在职,,,,,,,,,,,,,,,,,
2240,陈武,男,壮族,1954/11/1,广西壮族自治区,崇左市,,硕士,1975/2/1,在职,,,,,,,,,,,,,,,,,
2241,余远辉,男,瑶族,1964/1/1,广西壮族自治区,桂林市,恭城县,博士,1984/12/1,立案查处,,是,贪污腐败,,否,2015/5/22,中纪委,是,受贿罪,人民币901万元,2017/3/21,湖南省,湘西土家族自治州,11年有期徒刑,否,,
2242,陈刚(广西壮族自治区),男,汉族,1959/7/1,广西壮族自治区,桂林市,永福县,硕士,1989/7/1,在职,,,,,,,,,,,,,,,,,
2243,郑俊康,男,汉族,1959/10/1,浙江省,宁波市,,本科,1988/6/1,在职,,,,,,,,,,,,,,,,,
2244,肖文荪,男,汉族,1964/9/1,江西省,吉安市,新干县,硕士,1986/6/1,死亡,,,,,,,,,,,,,,,,,
2245,沈北海,男,汉族,1954/8/1,安徽省,巢湖市,无为县,本科,1977/5/1,在职,,,,,,,,,,,,,,,,,
2246,吴集成,男,汉族,1947/1/1,广东省,佛山市,南海区,本科,,退休,,,,,,,,,,,,,,,,,
2247,蒋济雄,男,汉族,1952/1/1,广西壮族自治区,桂林市,全州县,硕士,1972/2/1,在职,,,,,,,,,,,,,,,,,
2248,李金早,男,汉族,1958/1/1,湖北省,仙桃市,仙桃市,博士,1976/2/1,在职,,,,,,,,,,,,,,,,,
2249,莫永清,男,汉族,1952/10/1,广西壮族自治区,北海市,合浦县,本科,1972/6/1,在职,,,,,,,,,,,,,,,,,
2250,王跃飞,男,汉族,1959/7/1,河南省,洛阳市,嵩县,硕士,1981/6/1,在职,,,,,,,,,,,,,,,,,
2251,张秀隆,男,汉族,1958/5/1,湖南省,怀化市,,硕士,1976/10/1,在职,,,,,,,,,,,,,,,,,
2252,李志刚,男,汉族,1956/10/1,河北省,保定市,新城县,硕士,1981/2/1,在职,,,,,,,,,,,,,,,,,
2253,黄俊华,男,壮族,1963/8/1,广西壮族自治区,百色市,德保县,博士,1992/6/1,在职,,,,,,,,,,,,,,,,,
